YEAR_WEEK,RRP_mean,RRP_median,RRP_min,RRP_max,TOTALDEMAND_mean,TOTALDEMAND_median,TOTALDEMAND_min,TOTALDEMAND_max,YEAR,WEEK
2024-40,23.65,1.06,-50.0,238.33,1091.71,1082.42,816.52,1410.91,2024,40
2024-41,32.99,12.34,-50.0,350.36,1046.57,1035.71,779.01,1324.06,2024,41
2024-42,74.43,60.08,-53.16,17500.0,1062.23,1046.58,797.17,1333.54,2024,42
2024-43,93.86,100.26,-50.0,319.36,1080.43,1067.84,899.04,1277.86,2024,43
2024-44,64.81,84.02,-55.78,450.36,1060.47,1056.58,811.36,1275.05,2024,44
2024-45,95.57,119.66,-50.0,450.28,1071.43,1055.81,858.24,1331.1,2024,45
2024-46,94.83,101.06,-70.83,450.22,1100.37,1096.26,834.65,1347.58,2024,46
2024-47,132.73,129.88,-28.24,450.34,1084.74,1080.14,848.53,1311.07,2024,47
2024-48,99.23,100.14,-63.34,12123.37,977.41,973.62,778.4,1179.29,2024,48
2024-49,82.58,100.16,-66.08,450.04,986.29,979.38,743.21,1181.89,2024,49
2024-50,84.31,84.24,-161.73,1875.95,949.58,944.39,722.6,1158.95,2024,50
2024-51,35.17,41.68,-61.73,169.06,960.91,958.18,672.33,1129.51,2024,51
2024-52,83.43,92.04,-33.0,149.92,1029.03,1029.04,822.15,1179.0,2024,52
