DUID,DATE,SCADAVALUE_sum,Participant,Station Name,Region,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Units,Aggregation,Reg Cap generation (MW),Max Cap generation (MW),Max ROC/Min generation,Reg Cap consumption (MW),Max Cap consumption (MW),Max ROC/Min consumption,Comments
LKBONNY3,2025-01-10,1816.00387,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-11,1264.98413,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-12,1862.8386,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-13,1831.96888,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-14,2164.72432,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-15,1823.8746,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-16,658.1980599999999,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-17,775.64767,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-18,1783.12463,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-19,1180.46947,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-20,1520.98421,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-21,890.86458,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-22,1243.2135,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-23,1095.45252,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-24,437.36602,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-25,183.93372,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-26,982.1336,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-27,1612.58815,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-28,933.40095,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-29,176.62102000000002,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-30,273.63978,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-01-31,1016.9666100000001,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LKBONNY3,2025-02-01,15.23943,Lake Bonney Wind Power Pty Ltd,Lake Bonney Stage 3 Wind Farm,SA1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-13,N,39,39,32,,,,
LK_ECHO,2025-01-01,1696.38381,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-02,7190.15654,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-03,7191.48211,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-04,7196.45374,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-05,7164.97004,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-06,7118.01843,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-07,7084.40028,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-08,7079.52442,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-09,7076.70286,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-10,7067.00849,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-11,7064.03744,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-12,7060.08347,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-13,7042.43067,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-14,7029.4417,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-15,5903.11024,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-16,5405.03421,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-17,5338.21345,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-18,7398.73652,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-19,6936.36984,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-20,6938.20321,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-21,6933.62484,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-22,5088.57989,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-23,6689.16988,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-24,4789.75281,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-25,6941.50841,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-26,6930.19974,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-27,5763.82908,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-28,3226.50883,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-29,7138.37088,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-30,7128.10775,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-01-31,7114.73769,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LK_ECHO,2025-02-01,24.6065,Hydro-Electric Corporation,Lake Echo Power Station,TAS1,Generating Unit,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,Y,32.4,34,15,,,,
LOYYB1,2025-01-01,117152.625,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-02,122341.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-03,130602.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-04,140620.875,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-05,152235.375,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-06,139117.875,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-07,107163.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-08,128843.25,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-09,158931.375,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-10,158285.625,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-11,154860.375,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-12,151429.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-13,149257.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-14,150084.0,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-15,132403.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-16,130442.25,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-17,109338.375,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-18,112240.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-19,139731.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-20,164824.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-21,159073.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-22,112983.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-23,144819.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-24,119926.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-25,122541.0,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-26,122473.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-27,126561.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-28,119865.375,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-29,118603.875,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-30,132379.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-01-31,134617.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB1,2025-02-01,575.25,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,Y,500,600,110,,,,
LOYYB2,2025-01-01,118933.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-02,123150.0,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-03,131444.625,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-04,140168.25,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-05,151924.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-06,140539.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-07,107847.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-08,132709.875,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-09,160678.875,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-10,159523.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-11,153890.625,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-12,98001.375,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-13,136907.625,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-14,150943.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-15,133303.875,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-16,128047.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-17,109237.5,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-18,113000.25,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-19,141115.875,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-20,166104.375,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-21,163566.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-22,114978.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-23,148974.0,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-24,122602.125,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-25,123324.0,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-26,123959.25,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-27,128844.75,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-28,121142.625,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-29,119681.25,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-30,130342.875,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-01-31,134543.625,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LOYYB2,2025-02-01,582.0,Alinta Energy Retail Sales Pty Ltd,Loy Yang B Power Station,VIC1,Generating Unit,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,Y,500,600,110,,,,
LRSF1,2025-01-01,1066.1,Diamond Energy Pty Ltd,Longreach Solar Farm,QLD1,Generating Unit,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,1-7,Y,17,15,1000,,,,
