DUID,DATE,SCADAVALUE_sum,Participant,Station Name,Region,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Units,Aggregation,Reg Cap generation (MW),Max Cap generation (MW),Max ROC/Min generation,Reg Cap consumption (MW),Max Cap consumption (MW),Max ROC/Min consumption,Comments
BROKENH1,2025-01-31,3158.55193,PARF Company 6 Pty Ltd as The Trustee for Project Trust,Broken Hill Solar Plant,NSW1,Generating Unit,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,1-80,N,53.76,53,20,,,,
BRYB1WF1,2025-01-01,8847.53485,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-02,10385.09493,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-03,16742.27212,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-04,15261.66792,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-05,14061.14606,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-06,17850.05874,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-07,25758.91656,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-08,18034.66238,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-09,18011.57254,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-10,10458.02095,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-11,10763.71093,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-12,1489.05168,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-13,6073.80785,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-14,20535.49367,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-15,27777.08705,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-16,12672.28201,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-17,12181.60068,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-18,29796.93892,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-19,12215.14303,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-20,4347.46615,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-21,12039.24012,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-22,21518.46193,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-23,10851.87767,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-24,7831.05213,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-25,6314.72345,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-26,11913.78051,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-27,26005.27956,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-28,16277.75384,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-29,12610.30588,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-30,8699.4005,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-01-31,10680.24713,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB1WF1,2025-02-01,85.78928,Berrybank Development Pty Ltd,Berrybank Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-43,Y,180.6,175.9,36,,,,
BRYB2WF2,2025-01-01,3384.46326,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-02,4103.88344,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-03,8222.54978,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-04,6332.0973,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-05,7473.12428,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-06,11375.72291,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-07,8023.9596,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-08,11430.27701,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-09,9278.02241,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-10,6460.38001,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-11,6430.6585,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-12,807.96826,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-13,3635.07441,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-14,12187.28007,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-15,10441.16571,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-16,5123.46381,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-17,2955.93193,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-18,9876.06314,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-19,6902.43083,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-20,2847.03132,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-21,7438.13227,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-22,6493.83081,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-23,5849.92142,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-24,2678.75792,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-25,2272.166,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-26,4055.2010999999998,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-27,9562.84428,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-28,6623.00455,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-29,4503.91094,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-30,3247.69056,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-01-31,5094.82874,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BRYB2WF2,2025-02-01,48.21546,Berrybank 2 Asset Pty Ltd as trustee for Berrybank 2 Asset Trust,Berrybank 2 Wind Farm,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-26,Y,109,105,21,,,,
BULBES1,2025-01-01,430.46,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-02,516.33,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-03,528.16,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-04,444.24,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-05,428.87,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-06,203.66,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-07,134.23,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-08,735.02,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-09,416.57,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-10,348.0,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-11,381.98,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-12,527.97,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-13,569.85,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-14,452.07,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-15,494.24,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-16,561.49,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-17,540.99,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-18,422.09,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-19,158.6,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-20,715.7,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-21,504.34999999999997,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-22,121.67999999999999,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-23,646.88,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-24,440.9,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-25,371.87,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-26,364.99,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-27,448.28000000000003,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-28,501.90999999999997,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-29,400.73,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-30,543.13,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULBES1,2025-01-31,401.14,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Bidirectional Unit,Market,Scheduled,Battery storage,Grid,Storage,Battery,1-40,Y,24,20,8,24.0,20.0,8.0,
BULGANA1,2025-01-01,22268.98003,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-02,22209.49,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-03,4211.54,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-04,14255.70996,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-05,14165.61,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-06,33469.38005,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-07,24536.72999,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-08,10125.8,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-09,12701.77,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-10,6329.31,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-11,5628.82999,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-12,7601.75,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-13,10963.54998,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-14,7401.02,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-15,22972.46997,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
BULGANA1,2025-01-16,13608.51,Bulgana Wind Farm Pty Ltd,Bulgana Green Power Hub,VIC1,Generating Unit,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-56,Y,204,204,41,,,,
